date,channel,campaign,country,bid,daily_budget,impressions,clicks,conversions,spend_usd
2025-01-16,Twitter,Flight,SG,0.192,156.9,15871,307,10,63.3
2025-02-23,Baidu,Vacation,TH,1.159,215.24,6153,175,6,188.4
2025-01-02,Naver,Hotel,JP,0.204,85.75,1663,29,1,7.42
2025-01-10,Twitter,Flight,TH,0.696,150.85,16139,298,9,150.85
2025-01-16,Baidu,Hotel,SG,1.383,89.94,2338,82,2,89.94
2025-01-24,Facebook,Vacation,SG,0.44,293.9,1269,28,2,15.99
2025-02-20,Naver,Vacation,SG,0.565,368.95,15520,319,12,133.83
2025-01-18,Google,Flight,JP,0.798,415.63,4428,90,1,81.09
2025-01-01,Twitter,Flight,TW,1.411,319.97,1080,31,0,44.67
2025-02-04,Google,Flight,KR,0.945,228.09,11943,226,7,164.78
2025-02-28,Google,Hotel,TW,0.711,182.58,7447,154,6,103.54
2025-01-20,Naver,Hotel,TH,1.34,238.58,7238,223,10,238.58
2025-01-14,Google,Flight,JP,0.687,381.37,9513,208,10,118.77
2025-01-03,Baidu,Vacation,SG,1.862,267.14,4262,132,4,229.63
2025-01-15,Google,Flight,KR,1.647,69.89,6564,205,7,69.89
2025-02-18,Naver,Hotel,JP,0.596,317.05,3277,69,1,45.85
2025-01-13,Baidu,Vacation,TW,0.921,57.14,2440,47,1,38.8
2025-01-02,Naver,Hotel,JP,1.892,367.87,12385,353,14,367.87
2025-01-02,Naver,Hotel,KR,1.948,382.11,14102,437,15,382.11
2025-02-21,Baidu,Hotel,JP,1.326,180.2,15188,422,20,180.2
2025-01-30,Google,Flight,TH,1.948,219.65,3589,86,2,194.14
2025-02-06,Twitter,Vacation,SG,1.057,191.21,1878,55,0,52.77
2025-01-05,Twitter,Hotel,KR,0.159,124.57,7274,166,5,29.01
2025-01-07,Google,Hotel,TW,0.711,303.35,2715,55,3,29.28
2025-01-19,Naver,Hotel,TW,1.934,422.41,5931,178,9,341.24
2025-02-28,Naver,Flight,SG,1.885,69.8,14877,461,15,69.8
2025-01-11,Google,Vacation,TW,1.159,206.55,1878,54,1,63.73
2025-02-22,Baidu,Flight,SG,1.546,296.44,12280,366,13,296.44
2025-01-04,Google,Hotel,SG,0.448,139.58,17083,371,21,131.41
2025-01-15,Baidu,Hotel,TH,1.034,180.11,16449,500,20,180.11
2025-01-15,Facebook,Hotel,KR,1.979,248.04,17906,510,16,248.04
2025-01-24,Google,Hotel,TW,1.991,71.83,19074,549,20,71.83
2025-01-30,Google,Vacation,SG,0.202,430.19,19724,395,16,79.99
2025-01-03,Google,Vacation,JP,0.786,78.19,8467,188,3,78.19
2025-02-04,Naver,Hotel,TH,0.378,214.3,3311,81,1,38.96
2025-01-13,Google,Hotel,JP,0.758,105.92,18489,340,12,105.92
2025-01-24,Baidu,Vacation,SG,0.2,180.86,10185,191,11,32.53
2025-02-10,Google,Flight,TH,1.857,139.63,18513,569,20,139.63
2025-02-10,Naver,Hotel,KR,0.452,185.55,5453,100,7,55.8
2025-02-05,Google,Hotel,KR,0.925,99.87,3066,73,1,55.41
2025-02-01,Facebook,Hotel,TH,1.606,254.73,2666,86,2,155.29
2025-02-22,Twitter,Flight,JP,0.753,353.24,15512,343,10,218.14
2025-01-08,Google,Flight,KR,1.598,128.17,10804,323,11,128.17
2025-01-24,Baidu,Vacation,TW,1.628,208.43,3172,101,3,167.28
2025-01-21,Twitter,Flight,KR,0.917,465.7,11877,222,12,150.32
2025-02-17,Google,Vacation,SG,0.892,491.35,9352,213,8,186.84
2025-01-19,Google,Flight,TW,0.594,316.17,15298,295,13,179.41
2025-01-12,Facebook,Hotel,SG,0.98,326.72,18773,364,11,313.78
2025-02-17,Naver,Flight,KR,1.934,490.91,16725,456,13,490.91
2025-02-23,Naver,Flight,SG,0.867,434.04,1793,34,0,26.13
2025-01-22,Naver,Hotel,SG,1.856,143.4,14067,421,18,143.4
2025-02-07,Twitter,Vacation,JP,0.236,232.08,12102,216,4,38.57
2025-01-06,Twitter,Vacation,JP,1.461,168.6,3956,122,5,168.6
2025-01-31,Twitter,Hotel,KR,1.472,276.37,1943,52,2,82.71
2025-02-01,Google,Vacation,SG,0.956,372.59,7896,171,10,124.94
2025-02-02,Naver,Vacation,SG,0.148,68.44,13545,289,11,33.07
2025-01-30,Baidu,Vacation,SG,0.902,169.19,3311,66,1,51.72
2025-01-07,Naver,Flight,TH,0.996,376.68,12872,283,6,264.99
2025-02-15,Twitter,Flight,TW,1.75,60.78,9242,279,11,60.78
2025-01-20,Google,Vacation,SG,0.875,447.64,16809,347,11,285.76
2025-01-24,Google,Flight,JP,1.765,151.36,7701,238,5,151.36
2025-01-04,Naver,Vacation,JP,0.719,190.04,9106,198,1,132.92
2025-01-24,Twitter,Vacation,JP,1.247,352.66,1194,45,1,41.48
2025-01-02,Naver,Hotel,SG,0.961,278.51,11968,270,4,278.51
2025-02-26,Google,Hotel,KR,1.89,103.06,3654,102,4,103.06
2025-01-29,Facebook,Vacation,JP,1.162,426.38,6438,183,4,250.68
2025-02-09,Baidu,Flight,JP,0.3,254.86,8005,162,6,49.99
2025-01-17,Google,Hotel,KR,1.719,236.35,18909,563,23,236.35
2025-01-18,Facebook,Flight,TH,1.239,478.38,2480,83,1,86.27
2025-02-17,Baidu,Hotel,SG,1.392,74.92,19059,533,22,74.92
2025-01-05,Google,Flight,TH,1.838,454.94,14423,443,16,454.94
2025-02-17,Facebook,Hotel,KR,1.187,202.46,13042,394,11,202.46
2025-01-29,Baidu,Vacation,TH,1.475,448.9,2260,70,2,128.26
2025-01-08,Baidu,Hotel,KR,1.926,191.39,560,17,1,41.39
2025-02-14,Baidu,Hotel,TH,0.66,261.53,8721,183,12,116.04
2025-02-19,Baidu,Vacation,SG,0.143,244.33,5281,118,6,21.72
2025-01-22,Baidu,Flight,TW,0.257,178.9,13832,275,11,81.14
2025-01-06,Facebook,Hotel,JP,0.686,291.33,6103,121,5,100.24
2025-01-25,Google,Vacation,KR,0.649,361.59,827,21,0,12.94
2025-01-10,Twitter,Vacation,TH,1.619,334.65,7850,212,6,334.65
2025-02-08,Twitter,Vacation,TW,0.487,74.03,19903,384,23,74.03
2025-01-18,Facebook,Flight,SG,1.796,171.48,9882,300,7,171.48
2025-02-11,Naver,Hotel,JP,0.512,127.2,5863,116,5,63.99
2025-01-12,Baidu,Hotel,KR,1.003,373.52,18589,553,27,373.52
2025-02-12,Twitter,Hotel,TW,0.134,437.56,16417,337,14,46.32
2025-01-20,Google,Flight,TW,0.983,459.03,19646,362,16,383.66
2025-01-31,Facebook,Flight,TW,1.175,226.34,3358,103,6,100.21
2025-01-11,Twitter,Flight,JP,0.583,173.77,11124,222,9,97.08
2025-02-28,Google,Vacation,SG,0.517,294.9,2101,32,0,19.65
2025-02-13,Twitter,Flight,SG,0.351,219.71,17353,333,17,95.91
2025-01-26,Facebook,Vacation,TH,1.718,436.08,5734,173,2,318.37
2025-01-14,Naver,Vacation,KR,0.478,470.0,15251,320,11,117.36
2025-01-24,Facebook,Vacation,SG,0.715,329.71,7189,139,5,72.18
2025-02-09,Twitter,Vacation,TW,1.682,461.28,5569,136,1,182.61
2025-02-28,Naver,Hotel,KR,1.586,112.74,12198,363,6,112.74
2025-01-21,Naver,Vacation,JP,1.645,395.51,14596,451,17,395.51
2025-02-07,Facebook,Flight,TH,0.368,483.99,11642,240,3,81.58
2025-01-06,Twitter,Vacation,TW,0.947,348.54,10941,197,8,221.39
2025-01-11,Twitter,Flight,TH,0.57,143.59,14049,284,9,136.89
2025-01-09,Naver,Flight,KR,1.827,111.61,7329,209,11,111.61
2025-01-23,Google,Flight,TW,1.664,480.68,8992,288,10,400.94
2025-02-04,Naver,Vacation,TW,1.454,341.5,3582,104,0,191.85
2025-02-20,Naver,Flight,TW,1.927,464.17,13002,361,17,464.17
2025-01-02,Google,Hotel,SG,1.644,195.7,18790,563,16,195.7
2025-02-14,Google,Vacation,SG,1.114,435.35,4041,126,5,117.22
2025-01-23,Naver,Hotel,JP,1.033,280.85,4114,111,7,139.12
2025-01-09,Facebook,Hotel,KR,0.517,167.11,13655,273,6,157.76
2025-02-05,Twitter,Flight,TH,1.992,261.62,6642,175,6,261.62
2025-01-09,Google,Vacation,TW,0.235,162.67,15647,295,14,77.25
2025-02-01,Naver,Hotel,SG,1.755,409.05,4438,145,6,244.67
2025-02-10,Google,Vacation,TH,1.676,486.44,6292,188,2,224.65
2025-01-29,Google,Hotel,TH,0.298,395.94,12806,247,10,93.88
2025-01-26,Twitter,Vacation,SG,1.235,387.56,767,27,1,39.09
2025-01-29,Twitter,Hotel,TH,0.335,210.09,14788,270,5,85.82
2025-01-01,Google,Flight,SG,1.475,406.8,7208,196,6,259.46
2025-02-07,Baidu,Flight,JP,0.461,329.99,8082,159,7,56.97
2025-02-10,Twitter,Vacation,TW,0.19,111.07,14428,283,12,44.14
2025-01-09,Naver,Vacation,JP,1.338,321.81,7100,216,8,255.43
2025-02-02,Baidu,Vacation,JP,0.107,371.17,7657,156,4,21.31
2025-01-07,Naver,Hotel,KR,0.998,221.18,558,12,1,13.09
2025-02-09,Facebook,Vacation,SG,0.659,279.08,9905,191,9,147.56
2025-02-02,Google,Hotel,TH,1.209,158.92,14038,405,19,158.92
2025-02-10,Baidu,Flight,TW,1.928,336.33,13471,414,10,336.33
2025-01-06,Twitter,Vacation,JP,0.253,76.54,8650,180,5,59.13
2025-01-03,Naver,Flight,TH,0.301,321.99,247,3,0,0.99
2025-02-18,Naver,Flight,KR,1.224,452.86,19608,597,19,452.86
2025-01-30,Baidu,Vacation,TH,0.598,482.18,11198,219,7,93.8
2025-02-12,Facebook,Vacation,TW,0.767,75.41,1994,47,1,26.21
2025-02-15,Twitter,Hotel,KR,1.395,277.96,12158,363,10,277.96
2025-01-23,Google,Hotel,SG,1.448,257.61,2468,88,0,162.98
2025-02-19,Google,Flight,JP,1.139,71.89,15913,462,16,71.89
2025-01-03,Facebook,Hotel,KR,0.3,89.35,14569,319,6,89.35
2025-01-27,Google,Hotel,SG,0.196,157.41,8906,166,9,31.83
2025-02-11,Google,Flight,KR,0.943,424.03,7430,131,4,128.59
2025-02-07,Baidu,Vacation,KR,1.114,463.04,16053,497,22,463.04
2025-02-24,Twitter,Vacation,TH,1.95,176.81,11546,306,6,176.81
2025-01-17,Baidu,Flight,TW,0.267,350.13,720,14,1,4.08
2025-02-09,Twitter,Flight,SG,0.405,112.17,10136,218,5,72.3
2025-01-04,Google,Flight,TW,1.839,278.7,16363,489,15,278.7
2025-01-05,Twitter,Flight,TW,1.032,225.73,14471,446,15,225.73
2025-02-01,Baidu,Flight,TW,0.802,360.34,7649,150,8,128.91
2025-02-19,Naver,Hotel,JP,1.579,185.55,17772,525,17,185.55
2025-02-11,Naver,Flight,JP,1.838,287.93,16477,446,10,287.93
2025-01-19,Google,Flight,JP,1.767,242.22,14860,455,16,242.22
2025-03-01,Baidu,Flight,SG,1.058,108.28,9560,270,11,108.28
2025-01-15,Twitter,Hotel,TH,1.415,163.35,14301,419,18,163.35
2025-01-29,Facebook,Flight,KR,1.105,176.4,2658,72,1,92.58
2025-02-16,Baidu,Vacation,SG,0.505,263.23,9790,201,5,77.39
2025-01-15,Naver,Hotel,KR,1.757,437.07,3854,107,2,154.76
2025-02-20,Twitter,Hotel,JP,1.547,344.52,4072,107,3,139.83
2025-02-03,Google,Hotel,JP,0.385,142.09,3749,84,3,29.92
2025-01-17,Naver,Flight,SG,0.921,175.93,4513,91,6,107.39
2025-02-02,Baidu,Hotel,SG,1.828,484.7,9653,269,4,484.7
2025-01-28,Facebook,Vacation,KR,0.384,290.07,2877,68,3,28.25
2025-01-29,Twitter,Vacation,JP,1.177,225.14,8736,248,12,225.14
2025-02-28,Naver,Flight,TW,0.795,202.38,17093,319,4,202.38
2025-01-23,Naver,Flight,TH,1.334,307.52,3072,76,2,99.61
2025-01-13,Google,Vacation,TW,0.231,103.14,4761,84,2,15.07
2025-01-16,Facebook,Hotel,TH,0.284,322.37,19114,405,7,120.76
2025-02-03,Naver,Hotel,TW,0.72,343.29,6234,112,6,68.99
2025-02-07,Naver,Flight,TW,1.282,471.27,563,17,0,21.57
2025-02-08,Google,Vacation,TH,1.319,72.52,3965,135,7,72.52
2025-02-02,Naver,Vacation,JP,1.183,291.81,13318,384,12,291.81
2025-01-31,Naver,Vacation,TW,0.206,399.77,5728,97,2,15.97
2025-02-20,Baidu,Hotel,JP,1.198,79.52,960,18,1,21.14
2025-01-06,Twitter,Vacation,TW,0.343,124.39,9004,178,6,63.48
2025-01-18,Facebook,Flight,KR,1.707,180.62,13633,404,21,180.62
2025-01-14,Naver,Hotel,SG,1.949,151.37,5744,175,5,151.37
2025-01-01,Baidu,Hotel,KR,1.363,187.35,5695,165,4,187.35
2025-01-17,Twitter,Flight,TH,0.59,197.38,10842,205,5,134.01
2025-02-26,Naver,Vacation,TW,0.271,432.47,4421,84,2,19.1
2025-01-13,Facebook,Vacation,JP,0.107,401.44,3897,84,3,8.58
2025-02-01,Google,Hotel,KR,1.883,409.54,11365,363,18,409.54
2025-02-17,Google,Flight,SG,1.446,385.3,10570,299,12,328.97
2025-01-25,Naver,Hotel,JP,0.296,309.99,3950,82,5,30.63
2025-01-15,Twitter,Vacation,TW,0.379,156.63,6463,140,6,41.09
2025-02-02,Facebook,Hotel,SG,1.181,208.31,16737,519,19,208.31
2025-02-17,Google,Hotel,TH,1.104,50.42,491,12,0,11.49
2025-01-20,Twitter,Flight,TH,1.77,242.52,19820,584,23,242.52
2025-01-01,Twitter,Hotel,TW,0.314,316.02,13287,273,7,62.14
2025-01-02,Naver,Flight,TW,0.591,498.96,11345,228,5,114.56
2025-02-21,Facebook,Vacation,SG,1.814,480.39,16990,458,14,480.39
2025-02-13,Twitter,Vacation,TH,1.35,147.73,17789,534,14,147.73
2025-01-12,Google,Vacation,TW,1.785,475.05,13884,420,17,475.05
2025-01-23,Naver,Vacation,JP,0.875,392.44,16865,322,10,277.65
2025-02-03,Google,Hotel,TW,0.5,325.74,2325,52,2,20.73
2025-02-19,Facebook,Flight,SG,0.23,222.98,12141,229,8,50.92
2025-01-17,Twitter,Flight,KR,1.399,349.24,18856,575,18,349.24
2025-02-06,Baidu,Vacation,JP,0.942,471.68,17207,360,10,380.25
2025-01-09,Google,Flight,JP,0.598,311.54,1936,42,2,19.47
2025-01-29,Naver,Hotel,TW,1.725,350.45,14382,406,10,350.45
2025-02-26,Facebook,Vacation,JP,1.616,472.32,11953,370,8,472.32
2025-01-28,Baidu,Vacation,TH,0.809,379.38,12981,251,11,189.03
2025-02-03,Twitter,Flight,KR,1.785,99.59,3488,110,0,99.59
2025-02-03,Twitter,Hotel,SG,1.597,149.45,11136,346,10,149.45
2025-02-05,Baidu,Vacation,KR,1.806,74.81,14700,432,17,74.81
2025-02-18,Naver,Vacation,KR,1.047,93.64,7144,187,4,93.64
2025-02-28,Facebook,Hotel,TW,1.522,412.27,11472,358,7,412.27
2025-01-21,Naver,Flight,KR,1.655,184.69,10534,317,6,184.69
2025-01-22,Naver,Vacation,TH,1.893,381.24,15464,456,16,381.24
2025-01-11,Naver,Hotel,SG,1.958,204.59,18641,566,19,204.59
2025-02-16,Baidu,Vacation,KR,0.792,293.16,6667,146,6,121.8
2025-01-03,Baidu,Flight,TW,0.252,68.42,12539,263,15,49.26
2025-02-12,Facebook,Hotel,TH,1.992,225.62,18487,525,13,225.62
2025-02-13,Baidu,Hotel,TH,0.502,190.07,7867,133,6,65.58
2025-02-06,Naver,Vacation,JP,1.861,433.24,5239,170,6,301.88
2025-02-14,Naver,Hotel,JP,0.823,189.24,4535,85,3,58.35
2025-02-09,Facebook,Vacation,KR,0.174,243.71,18916,373,14,52.86
2025-01-20,Naver,Vacation,KR,1.586,198.43,3003,99,4,131.63
2025-02-25,Facebook,Vacation,KR,0.74,324.52,10877,220,8,160.16
2025-02-21,Naver,Flight,SG,1.479,496.11,9733,293,8,365.7
2025-01-22,Naver,Vacation,JP,1.418,187.37,2110,71,2,92.84
2025-01-12,Facebook,Flight,SG,1.509,163.33,14306,449,15,163.33
2025-01-08,Baidu,Vacation,SG,1.372,454.49,12238,403,22,454.49
2025-02-11,Baidu,Vacation,TW,1.096,495.46,19609,533,19,495.46
2025-01-03,Naver,Vacation,SG,0.214,93.91,10810,210,7,43.57
2025-02-06,Google,Flight,TH,1.244,290.41,8259,228,11,200.49
2025-01-31,Naver,Hotel,TW,0.233,297.1,10885,210,7,35.68
2025-02-12,Facebook,Hotel,JP,0.29,301.74,6218,126,1,35.0
2025-02-28,Naver,Flight,JP,1.705,206.04,12330,392,17,206.04
2025-02-05,Naver,Flight,JP,1.524,229.38,12126,385,12,229.38
2025-01-21,Google,Flight,JP,0.988,297.87,3000,54,4,52.22
2025-02-14,Baidu,Vacation,TH,1.018,127.6,11578,345,13,127.6
2025-01-19,Google,Vacation,SG,1.219,186.32,8218,247,11,186.32
2025-01-05,Naver,Flight,KR,1.026,70.29,5726,173,11,70.29
2025-01-21,Baidu,Hotel,TH,0.343,232.82,1567,28,1,9.38
2025-01-28,Naver,Vacation,TH,0.841,187.69,14447,267,5,167.52
2025-02-18,Google,Flight,TH,1.777,348.23,16487,489,22,348.23
2025-02-03,Naver,Flight,TH,0.135,485.45,2471,53,1,7.81
2025-01-08,Baidu,Flight,JP,0.708,230.98,12045,252,8,192.3
2025-02-14,Facebook,Hotel,TW,1.785,67.15,3765,117,4,67.15
2025-02-21,Baidu,Flight,SG,0.649,482.73,12149,231,9,188.63
2025-02-28,Twitter,Flight,TW,1.474,384.8,12107,371,9,384.8
2025-02-16,Google,Vacation,TH,1.893,496.3,8756,277,13,397.23
2025-02-24,Facebook,Hotel,SG,1.373,189.09,17127,481,13,189.09
2025-02-01,Facebook,Vacation,TH,1.674,314.55,903,36,3,72.81
2025-02-02,Facebook,Hotel,TH,0.936,378.45,17367,375,13,367.66
2025-01-31,Twitter,Flight,TW,0.904,94.56,9082,168,9,94.56
2025-02-19,Naver,Flight,SG,0.604,151.33,18756,336,15,151.33
2025-01-30,Baidu,Hotel,KR,0.138,227.66,18318,356,17,59.14
2025-02-20,Baidu,Vacation,JP,0.433,99.09,9931,194,6,71.85
2025-01-24,Google,Hotel,TW,0.308,248.79,13800,274,9,94.04
2025-02-01,Google,Hotel,SG,1.16,79.31,12601,372,16,79.31
2025-01-16,Facebook,Flight,SG,1.38,495.94,16279,471,14,495.94
2025-02-10,Twitter,Flight,TH,1.379,477.05,10767,336,10,369.08
2025-01-30,Baidu,Vacation,TH,1.648,286.59,11033,355,12,286.59
2025-02-13,Naver,Hotel,KR,0.984,454.74,6738,133,6,122.42
2025-02-24,Naver,Hotel,TW,1.857,113.66,8437,243,7,113.66
2025-02-10,Naver,Hotel,TH,1.121,194.11,5545,176,7,194.11
2025-02-06,Facebook,Flight,TW,0.946,240.28,11108,215,6,180.78
2025-02-16,Baidu,Flight,SG,1.627,389.07,2087,53,2,65.94
2025-01-23,Twitter,Hotel,TH,0.118,152.22,16314,360,19,34.2
2025-02-21,Google,Vacation,TH,0.167,282.16,7624,148,5,23.59
2025-01-26,Naver,Vacation,KR,1.31,270.74,15518,460,14,270.74
2025-01-07,Facebook,Vacation,TW,0.136,248.93,12916,248,2,29.27
2025-01-03,Google,Flight,JP,0.216,405.88,12576,246,18,62.72
2025-02-08,Baidu,Vacation,TH,1.47,255.63,6861,192,10,255.63
2025-02-24,Facebook,Hotel,KR,1.832,144.09,5861,183,4,144.09
2025-02-15,Naver,Vacation,TH,0.311,161.61,14900,304,9,70.01
2025-02-14,Baidu,Hotel,TH,1.588,469.52,7207,240,10,441.45
2025-02-19,Facebook,Vacation,SG,0.358,72.41,4091,86,6,25.36
2025-01-14,Google,Vacation,TW,0.541,184.68,17074,323,11,165.98
2025-01-09,Twitter,Hotel,SG,1.94,214.24,18504,567,17,214.24
2025-01-11,Google,Hotel,JP,1.017,174.36,5804,164,5,174.36
2025-02-21,Facebook,Hotel,KR,1.135,105.25,2958,89,2,77.06
2025-01-30,Facebook,Hotel,JP,0.825,78.72,19714,358,12,78.72
2025-02-12,Baidu,Vacation,SG,1.082,104.34,2649,81,2,93.67
2025-02-09,Naver,Flight,TW,0.658,458.37,11871,242,10,137.74
2025-02-09,Facebook,Flight,TH,1.014,333.87,6442,198,2,154.61
2025-01-30,Naver,Hotel,SG,1.631,131.76,6425,200,6,131.76
2025-02-08,Facebook,Flight,TW,0.919,488.66,5997,123,7,104.11
2025-01-14,Google,Vacation,TW,1.308,410.42,11363,368,9,410.42
2025-01-04,Twitter,Hotel,TH,1.429,174.29,10652,301,11,174.29
2025-02-18,Twitter,Flight,SG,0.48,195.32,9455,188,6,81.3
2025-02-21,Facebook,Hotel,JP,0.379,204.5,1292,29,0,11.93
2025-02-18,Baidu,Hotel,KR,1.684,247.96,15658,484,21,247.96
2025-01-12,Naver,Vacation,SG,0.684,422.12,7736,167,4,144.56
2025-01-08,Naver,Vacation,KR,0.843,306.12,10184,219,4,195.96
2025-02-03,Facebook,Vacation,KR,0.358,465.44,15138,286,10,79.97
2025-02-10,Google,Vacation,SG,0.555,400.82,16820,322,16,160.18
2025-01-15,Google,Hotel,JP,1.743,233.13,12358,394,8,233.13
2025-02-19,Facebook,Vacation,TW,0.344,112.39,15060,310,11,81.35
2025-01-28,Naver,Hotel,KR,0.16,265.04,8483,167,4,25.2
2025-01-13,Naver,Vacation,TW,0.652,289.52,2697,70,4,56.18
2025-02-20,Baidu,Hotel,TH,0.779,73.26,9843,199,9,73.26
2025-01-30,Baidu,Flight,SG,1.806,268.01,15546,468,12,268.01
2025-01-18,Twitter,Vacation,SG,0.187,461.64,1985,34,0,5.46
2025-01-22,Google,Vacation,JP,1.422,53.76,14360,471,22,53.76
2025-02-07,Baidu,Vacation,TW,1.745,122.19,16357,510,20,122.19
2025-01-25,Naver,Vacation,TW,1.405,96.45,8856,280,8,96.45
2025-02-28,Twitter,Vacation,KR,0.498,420.3,12873,234,13,85.04
2025-01-04,Facebook,Hotel,TH,1.556,239.27,5282,147,7,239.27
2025-03-01,Twitter,Vacation,TW,1.81,284.12,3867,125,5,193.66
2025-01-26,Baidu,Vacation,TW,1.047,301.69,4734,123,12,139.12
2025-02-24,Twitter,Vacation,TW,1.592,436.2,16045,467,10,436.2
2025-01-10,Baidu,Hotel,KR,1.78,433.47,18352,585,30,433.47
2025-01-16,Facebook,Vacation,SG,1.07,323.9,19660,647,14,323.9
2025-02-25,Naver,Vacation,TH,0.189,151.68,9295,175,7,26.1
2025-01-19,Twitter,Flight,TW,0.571,443.33,12181,248,5,146.88
2025-02-25,Google,Vacation,TH,0.987,326.7,636,11,0,13.23
2025-01-09,Google,Flight,SG,1.642,157.35,1649,44,3,57.76
2025-02-01,Facebook,Hotel,JP,0.471,430.46,1169,33,2,17.89
2025-01-17,Baidu,Hotel,SG,0.556,175.99,7993,132,3,65.71
2025-02-01,Google,Hotel,TH,0.808,124.83,18365,386,17,124.83
2025-01-18,Naver,Flight,SG,0.213,299.4,2908,56,0,15.13
2025-01-14,Twitter,Hotel,JP,1.58,452.36,12699,396,12,452.36
2025-01-02,Naver,Hotel,JP,0.14,387.98,16776,348,9,50.74
2025-02-02,Naver,Flight,JP,1.162,390.22,1332,42,1,42.7
2025-01-01,Twitter,Flight,KR,0.197,371.64,16716,325,12,81.85
2025-01-15,Twitter,Flight,TH,0.483,88.69,13548,281,16,88.69
2025-02-04,Twitter,Vacation,TW,0.295,277.48,18454,361,14,109.5
2025-02-10,Twitter,Hotel,KR,0.477,315.48,18805,399,21,144.75
2025-02-09,Facebook,Vacation,TH,1.014,370.95,3715,117,5,121.17
2025-02-14,Naver,Hotel,TH,1.281,160.68,1452,41,1,36.85
2025-03-01,Baidu,Flight,TW,0.225,301.91,18930,359,15,84.01
2025-01-21,Facebook,Hotel,KR,0.459,166.11,3844,73,2,38.22
2025-02-03,Google,Hotel,JP,1.048,470.41,17647,548,19,470.41
2025-01-29,Google,Flight,TW,0.907,231.39,3542,58,3,54.06
2025-02-08,Baidu,Vacation,TH,0.776,190.49,16398,294,9,166.64
2025-02-21,Twitter,Hotel,SG,1.767,329.26,16770,501,10,329.26
2025-01-17,Twitter,Vacation,KR,1.845,131.52,7151,198,8,131.52
2025-01-27,Naver,Flight,SG,0.696,409.46,17720,355,11,220.13
2025-01-08,Facebook,Vacation,KR,0.27,284.82,10148,197,5,40.04
2025-01-07,Google,Hotel,TW,0.184,469.6,14286,301,11,49.47
2025-01-14,Twitter,Vacation,TW,1.975,219.66,11001,323,7,219.66
2025-02-23,Facebook,Flight,TH,1.86,183.71,9659,297,10,183.71
2025-02-25,Baidu,Flight,TH,0.537,97.04,12010,243,6,97.04
2025-01-11,Naver,Flight,TW,0.796,413.55,17078,343,12,323.0
2025-01-25,Facebook,Flight,SG,0.493,433.98,6673,122,1,47.36
2025-01-28,Baidu,Hotel,TH,0.44,439.76,3185,70,3,38.4
2025-03-01,Google,Hotel,TH,0.672,133.54,17449,322,11,133.54
2025-02-16,Google,Hotel,KR,0.681,91.07,6913,124,2,65.4
2025-02-05,Baidu,Hotel,JP,1.008,113.19,15016,469,23,113.19
2025-01-26,Google,Hotel,KR,0.889,484.78,11691,254,6,255.78
2025-02-15,Google,Vacation,JP,1.19,218.87,5658,189,12,201.83
2025-01-16,Google,Hotel,JP,1.959,283.43,9589,301,16,283.43
2025-02-12,Naver,Flight,TH,0.191,304.92,14833,328,4,75.19
2025-02-03,Google,Flight,KR,0.343,286.15,13746,263,9,92.64
2025-02-11,Baidu,Vacation,SG,1.572,180.22,17331,500,20,180.22
2025-02-18,Google,Flight,KR,1.867,241.51,14699,448,18,241.51
2025-01-12,Naver,Vacation,SG,1.675,230.61,9780,295,7,230.61
2025-01-21,Naver,Vacation,TH,1.2,129.75,15749,472,18,129.75
2025-02-05,Baidu,Vacation,TH,1.536,484.64,19413,569,17,484.64
2025-01-15,Google,Hotel,KR,0.814,274.5,19800,384,12,274.5
2025-02-16,Google,Hotel,TH,0.348,85.03,10948,247,11,85.03
2025-02-11,Google,Flight,SG,0.987,267.78,3893,57,2,44.57
2025-02-16,Twitter,Vacation,JP,1.871,425.27,19599,557,19,425.27
2025-02-01,Twitter,Vacation,KR,1.855,366.94,965,32,2,71.22
2025-01-22,Twitter,Flight,KR,0.204,194.09,17313,362,11,95.78
2025-02-03,Baidu,Vacation,TH,1.709,139.17,18180,557,23,139.17
2025-01-31,Baidu,Hotel,TH,0.495,284.34,6906,134,3,85.31
2025-02-02,Naver,Flight,TW,0.666,489.53,19415,399,19,214.93
2025-01-10,Naver,Vacation,KR,0.595,417.08,1601,24,0,12.47
2025-02-11,Twitter,Hotel,TH,0.185,250.89,5001,104,3,15.81
2025-01-17,Naver,Hotel,KR,0.853,145.69,5647,100,4,78.28
2025-01-09,Google,Flight,KR,1.913,142.59,11405,361,15,142.59
2025-01-30,Naver,Hotel,SG,0.351,305.01,5272,104,2,46.65
2025-01-28,Baidu,Vacation,JP,0.101,385.22,6026,103,3,7.5
2025-01-19,Twitter,Vacation,SG,1.31,332.54,6555,197,3,273.98
2025-03-01,Twitter,Vacation,JP,1.038,492.6,17344,496,16,492.6
2025-01-25,Naver,Flight,TH,0.321,221.04,18956,383,14,98.25
2025-02-05,Facebook,Hotel,TW,1.839,91.29,3319,93,1,91.29
2025-01-07,Facebook,Flight,JP,0.21,491.98,18539,351,14,62.86
2025-01-07,Naver,Vacation,TW,0.675,191.47,7436,159,6,77.77
2025-02-28,Twitter,Flight,SG,1.705,242.46,14352,440,11,242.46
2025-02-05,Twitter,Flight,KR,0.868,95.83,1771,33,3,23.69
2025-01-30,Naver,Flight,TW,1.728,105.55,11266,339,10,105.55
